!
%DISC_PRODUCT_NAME1 OpenVMS VAX Software
%DISC_PRODUCT_NAME2 Product Library
%KIT_PART_NUMBER QA-VWJ8A-A8.AM01
%SPINE_PART_NUMBER AV-PR58R-RE
!
%DISC_PART_NUMBER AG-PZ3PK-XE,AG-Q6PAE-XE,AG-QAN5C-XE,AG-PJ4YW-RE,AG-PNTPU-RE,AG-PR57R-RE,AG-PRSZR-RE,AG-PUKLP-RE,AG-PUKMP-RE,AG-PYFUL-XE,AG-Q0WWH-XE
%DFARS Y
!
%LABEL VAXBINJAN951,VAXBINJAN952,VAXBINJAN953,VAXBINJAN954,VAXBINJAN955,VAXBINJAN956,VAXBINJAN957,VAXBINJAN958,VAXBINJAN959,VAXBINJAN950,VAXBINJAN95A
%TYPE CONDIST
%PLATFORM VAX
!
%RELEASE_DATE January 1995
%TOC_PART_NUMBER AA-QDGSB-XE
!
!
!Consolidation Processing Directives
!
!Directive Class                 Format             Target_dir    File_name_suffix
!
%FILE      SAVESET               BINARY             [.KIT]		*
%FILE      PCSI_FILE             BINARY             [.KIT]		*
%FILE      SPD                   TEXT               [.DOCUMENTATION]	_SPD
%FILE      SPD                   POST               [.DOCUMENTATION]	_SPD
%FILE      SSA                   TEXT               [.DOCUMENTATION]	_SSA
%FILE      SSA                   POST               [.DOCUMENTATION]	_SSA
%FILE      INSTALLATION_GUIDE    TEXT               [.DOCUMENTATION]	_IGUIDE
%FILE      INSTALLATION_GUIDE    POST               [.DOCUMENTATION]	_IGUIDE
%FILE      COVER_LETTER          TEXT               [.DOCUMENTATION]	_COVER
%FILE      COVER_LETTER          POST               [.DOCUMENTATION]	_COVER
!
%EXCEPTION EXCEPTIONS_FILE BINARY
%CONTIGUOUS NO
%ADD_SAVESET CDMENU020_VMSVAX.BCK;1 [CDROM] VWJ8A 1.0 0001 SAVESET BINARY
!
%END_OF_DATA
!
!
!Product Name                                                            UPI   Ver   Kit   St In Ex No  Root            Disc
!--------------------------------------------------------------------------------------------------------------------------------
"3270 Terminal Option Software"                                         VV9AA  1.1   SSB    A  Y  N  N  CXM011           1
"AAF01/VMS Subroutine Library"                                          EFRAA  2.0   SSB    A  Y  N  N  AAF01020         1
"ACMS DESKtop for OpenVMS"                                              GZGAA  2.0   SSB    A  Y  N  Y  ACMSDI020        3
"ACMS Desktop/Japanese for OpenVMS"                                     GZGJA  2.0   SSB    A  Y  N  Y  ACMSDIJA020     10
"ACMS for OpenVMS (Runtime)"                                            076AA  4.0   SSB    A  Y  N  N  ACMSRTO040       3
"ACMS for OpenVMS (Development)"                                        079AA  4.0   SSB    A  Y  N  N  ACMSDEV040       3
"ACMS for OpenVMS (Remote)"                                             Y30AA  4.0   SSB    A  Y  N  Y  ACMSREM040       3
"ADF01/VMS Subroutine Library"                                          735AA  4.0   SSB    A  Y  N  N  ADF01040         1
"ALL-IN-1 DESKtop Server for VMS"                                       YFFAA  1.2   SSB    A  Y  N  N  A1SVC012         1
"ALL-IN-1 Integrated Office System Server for VMS (MUPA)"               AAAAA  3.0B  SSB    A  Y  N  N  A1MUPA030        1
"ALL-IN-1 Office Server Options for OpenVMS AXP and OpenVMS VAX"        AAAAA  3.1   SSB    A  Y  Y  N  A1031            1
"ALL-IN-1 IOS TeamLinks Connection for OpenVMS VAX"                     AAAAC  3.0C  SSB    A  Y  N  N  TLC021           1
"ALL-IN-1 Mail/Dansk for VMS"                                           VZ7DA  1.1   SSB    A  Y  N  N  A1MAILDA011      7
"ALL-IN-1 Mail/Deutsch for VMS"                                         VZ7GA  1.1   SSB    A  Y  N  N  A1MAILDE011      7
"ALL-IN-1 Mail/Español for VMS"                                         VZ7SA  1.1   SSB    A  Y  N  N  A1MAILES011      7
"ALL-IN-1 Mail/Français for VMS"                                        VZ7PA  1.1   SSB    A  Y  N  N  A1MAILFR011      7
"ALL-IN-1 Mail/Italiano for VMS"                                        VZ7UA  1.1   SSB    A  Y  N  N  A1MAILIT011      7
"ALL-IN-1 Mail/Nederlands for VMS"                                      VZ7HA  1.1   SSB    A  Y  N  N  A1MAILNL011      7
"ALL-IN-1 Mail/Svenska for VMS"                                         VZ7MA  1.1   SSB    A  Y  N  N  A1MAILSV011      7
"ALL-IN-1 Performance Reports for OpenVMS"                              MLJAA  1.0A  SSB    A  Y  N  N  A1R010           1
"ALL-IN-1 Personal Assistant"                                           MDXAA  1.1   SSB    A  Y  N  N  A1PA011          1
"ALL-IN-1/British Integrated Office System Server for OpenVMS"          AAAEA  3.0B  SSB    A  N  N  N  A1_MUPABR030     8
"ALL-IN-1/Dansk Integrated Office System Server for OpenVMS"            AAADA  3.0B  SSB    A  Y  N  N  A1_MUPADA030     8
"ALL-IN-1/Dansk Office Server Options for OpenVMS AXP and OpenVMS VAX"  AAADA  3.1   SSB    A  N  N  N  A1LDA031         9
"ALL-IN-1/Deutsch Integrated Office System Server for OpenVMS"          AAAGA  3.0B  SSB    A  Y  N  N  A1_MUPADE030     8
"ALL-IN-1/Deutsch Office Server Options for OpenVMS AXP and OpenVMS VAX" AAAGA  3.1   SSB    A  Y  N  N  A1LDE031        9
"ALL-IN-1/Español Integrated Office System Server for OpenVMS"          AAASA  3.0B  SSB    A  Y  N  N  A1_MUPAES030     8
"ALL-IN-1/Español Office Server Options for OpenVMS AXP and OpenVMS VAX" AAASA  3.1   SSB    A  Y  N  N  A1LES031        9
"ALL-IN-1/Français Integrated Office System Server for OpenVMS"         AAAPA  3.0B  SSB    A  Y  N  N  A1_MUPAFR030     8
"ALL-IN-1/Français Office Server Options for OpenVMS AXP and OpenVMS VAX" AAAPA  3.1   SSB    A  Y  N  N  A1LFR031       9
"ALL-IN-1/Hebrew Integrated Office System Server for OpenVMS"           AAATA  3.0   SSB    A  Y  N  N  A1LIL030         8
"ALL-IN-1/Italiano Integrated Office System Server for OpenVMS"         AAAUA  3.0B  SSB    A  Y  N  N  A1_MUPAIT030     8
"ALL-IN-1/Italiano Office Server Options for OpenVMS AXP & OpenVMS VAX" AAAUA  3.1   SSB    A  Y  N  N  A1LIT031         9
"ALL-IN-1/Japanese Integrated Office System Server for OpenVMS"         AAAJA  3.0B  SSB    A  Y  N  N  A1BJVB030       11
"ALL-IN-1/Japanese (English Secondary)"                                 AABJA  3.0B  SSB    A  Y  N  N  A1LUSB030       11
"ALL-IN-1/Nederlands Integrated Office System Server for OpenVMS"       AAAHA  3.0B  SSB    A  Y  N  N  A1_MUPANL030     8
"ALL-IN-1/Nederlands Office Server Options for OpenVMS AXP & OpenVMS VAX" AAAHA  3.1   SSB    A  Y  N  N  A1LNL031       9
"ALL-IN-1/Norsk Integrated Office System Server for OpenVMS"            AAANA  3.0B  SSB    A  Y  N  N  A1_MUPANO030     8
"ALL-IN-1/Norsk Office Server Options for OpenVMS AXP & OpenVMS VAX"    AAANA  3.1   SSB    A  Y  N  N  A1LNO031         9
"ALL-IN-1/Portugûes Integrated Office System Server for OpenVMS"        AAAVA  3.0B  SSB    A  Y  N  N  A1_MUPAPT030     8
"ALL-IN-1/Portugûes Office Server Options for OpenVMS AXP & OpenVMS VAX" AAAVA  3.1   SSB    A  Y  N  N  A1LPT031        9
"ALL-IN-1/Suomi Integrated Office System Server for OpenVMS"            AAAFA  3.0B  SSB    A  Y  N  N  A1_MUPAFI030     8
"ALL-IN-1/Suomi Office Server Options for OpenVMS AXP & OpenVMS VAX"    AAAFA  3.1   SSB    A  Y  N  N  A1LFI031         9
"ALL-IN-1/Svenska Integrated Office System Server for OpenVMS"          AAAMA  3.0B  SSB    A  Y  N  N  A1_MUPASV030     8
"ALL-IN-1/Svenska Integrated Office System Server for OpenVMS"          AAAMA  3.1   SSB     A  Y  N  N  A1LSV031        9
"ALL-IN-1/Teamroute (Japanese)"                                         GEZJA  1.1A  SSB    A  Y  N  N  TMRA1BJVMUPA011 11
"BASEstar Classic for OpenVMS VAX (Development)"                        YU9AA  3.3   SSB    A  Y  N  N  BCCVV033         4
"BASEstar Classic for OpenVMS VAX (RunTime)"                            YUAAA  3.3   SSB    A  Y  N  N  BCCVV033         4
"BASEstar Graphics Enabler"                                             XTAAA  2.0   SSB    A  Y  N  N  BGE020           4
"BASEstar Open Server (Development)"                                    0X7AA  2.0A  SSB    U  Y  N  N  BSTROVVA020      4
"BASEstar Open Server (RunTime)"                                        0X6AA  2.0A  SSB    U  Y  N  N  BSTROVVA020      4
"BASEstar Open Client for OpenVMS VAX"                                  0Y8AA  2.0A  SSB    U  Y  Y  N  BSTROVVA020      4
"CDA Converter Library for OpenVMS"                                     VZAAA  2.2   SSB    A  Y  N  N  CDACVTLIB022     1
"CDD/Administrator for OpenVMS Systems"                                 YP8AA  1.2   SSB    A  Y  N  N  CDDT012          1
"CDD/Repository for OpenVMS Systems"                                    897AA  5.3A  SSB    A  Y  N  N  CDDMUPA053       1
"CDD/Repository/Japanese for OpenVMS VAX"                               897JA  5.1   SSB    A  Y  N  N  JCDD051         10
"Consolidated DEChub Firmware Kit"                                      32TAA  3.1   SSB    A  Y  Y  N  DCF011           1
"DEC @aGlance for VMS (Development Option)"                             MREAA  1.0   SSB    A  Y  N  N  AAGDEV010        4
"DEC @aGlance for VMS (Server Runtime Option)"                          MRFAA  1.0   SSB    A  Y  N  N  AAGRTO010        4
