!
%DISC_PRODUCT_NAME1 OpenVMS VAX Software
%DISC_PRODUCT_NAME2 Product Library
%KIT_PART_NUMBER QA-VWJ8A-A8.AN01
%SPINE_PART_NUMBER AV-PR58S-RE
!
%DISC_PART_NUMBER AG-PZ3PM-XE,AG-Q6PAF-XE,AG-QAN5D-XE,AG-PJ4YX-RE,AG-PNTPV-RE,AG-PR57S-RE,AG-PRSZS-RE,AG-PUKLQ-RE,AG-PUKMQ-RE,AG-PYFUM-XE,AG-Q0WWJ-XE,AG-Q9W8C-XE
%DFARS Y
!
%LABEL VAXBINMAR951,VAXBINMAR952,VAXBINMAR953,VAXBINMAR954,VAXBINMAR955,VAXBINMAR956,VAXBINMAR957,VAXBINMAR958,VAXBINMAR959,VAXBINMAR950,VAXBINMAR95A,VAXBINMAR95B
%TYPE CONDIST
%PLATFORM VAX
!
%RELEASE_DATE March 1995
%TOC_PART_NUMBER AA-QDGSB-XE
!
!
!Consolidation Processing Directives
!
!Directive Class                 Format             Target_dir    File_name_suffix
!
%FILE      SAVESET               BINARY             [.KIT]		*
%FILE      PCSI_FILE             BINARY             [.KIT]		*
%FILE      ZIPSET                BINARY             [.KIT]		*
%FILE      SPD                   TEXT               [.DOCUMENTATION]	_SPD
%FILE      SPD                   POST               [.DOCUMENTATION]	_SPD
%FILE      SSA                   TEXT               [.DOCUMENTATION]	_SSA
%FILE      SSA                   POST               [.DOCUMENTATION]	_SSA
%FILE      INSTALLATION_GUIDE    TEXT               [.DOCUMENTATION]	_IGUIDE
%FILE      INSTALLATION_GUIDE    POST               [.DOCUMENTATION]	_IGUIDE
%FILE      COVER_LETTER          TEXT               [.DOCUMENTATION]	_COVER
%FILE      COVER_LETTER          POST               [.DOCUMENTATION]	_COVER
!
%EXCEPTION EXCEPTIONS_FILE BINARY
%CONTIGUOUS NO
%ADD_SAVESET CDMENU020_VMSVAX.BCK;1 [CDROM] VWJ8A 1.0 0001 SAVESET BINARY
!
%END_OF_DATA
!
!
!Product Name                                                            UPI   Ver   Kit   St In Ex No  Root            Disc
!--------------------------------------------------------------------------------------------------------------------------------
"3270 Terminal Option Software"                                         VV9AA  1.1   SSB   A  Y  N  N  CXM011           6
"AAF01/VMS Subroutine Library"                                          EFRAA  2.0   SSB   A  Y  N  N  AAF01020         6
"ACMS DESKtop for OpenVMS"                                              GZGAA  2.0   SSB   A  Y  N  N  ACMSDI020        3
"ACMS Desktop/Japanese for OpenVMS"                                     GZGJA  2.0   SSB   A  Y  N  N  ACMSDIJA020     11
"ACMS for OpenVMS (Runtime)"                                            076AA  4.0   SSB   A  Y  N  N  ACMSRTO040       3
"ACMS for OpenVMS (Development)"                                        079AA  4.0   SSB   A  Y  N  N  ACMSDEV040       3
"ACMS for OpenVMS (Remote)"                                             Y30AA  4.0   SSB   A  Y  N  N  ACMSREM040       3
"ADF01/VMS Subroutine Library"                                          735AA  4.0   SSB   A  Y  N  N  ADF01040         6
"ALL-IN-1 DESKtop Server for VMS"                                       YFFAA  1.2   SSB   A  Y  N  N  A1SVC012         1
"ALL-IN-1 Integrated Office System Server for VMS (MUPA)"               AAAAA  3.0B  SSB   A  Y  N  N  A1MUPA030        1
"ALL-IN-1 Office Server Options for OpenVMS AXP and OpenVMS VAX"        AAAAA  3.1   SSB   A  Y  Y  N  A1031            1
"ALL-IN-1 IOS TeamLinks Connection for OpenVMS VAX"                     AAAAC  3.0C  SSB   A  Y  N  N  TLC021           1
"ALL-IN-1 Mail/Dansk for VMS"                                           VZ7DA  1.1   SSB   A  Y  N  N  A1MAILDA011      8
"ALL-IN-1 Mail/Deutsch for VMS"                                         VZ7GA  1.1   SSB   A  Y  N  N  A1MAILDE011      8
"ALL-IN-1 Mail/Español for VMS"                                         VZ7SA  1.1   SSB   A  Y  N  N  A1MAILES011      8
"ALL-IN-1 Mail/Français for VMS"                                        VZ7PA  1.1   SSB   A  Y  N  N  A1MAILFR011      8
"ALL-IN-1 Mail/Italiano for VMS"                                        VZ7UA  1.1   SSB   A  Y  N  N  A1MAILIT011      8
"ALL-IN-1 Mail/Nederlands for VMS"                                      VZ7HA  1.1   SSB   A  Y  N  N  A1MAILNL011      8
"ALL-IN-1 Mail/Svenska for VMS"                                         VZ7MA  1.1   SSB   A  Y  N  N  A1MAILSV011      8
"ALL-IN-1 Performance Reports for OpenVMS"                              MLJAA  1.0A  SSB   A  Y  N  N  A1R010           1
